,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
12821,5,0,20,0,36,5,48,40,35,1
12822,5,0,8,0,34,3,18,85,34,1
12823,8,0,0,0,3,35,10,2,2,1
12824,5,0,28,0,23,2,19,37,10,1
12825,5,11,3,2,6,2,18,21,4,1
12826,4,0,11,11,3,2,11,29,4,1
12827,1,10,3,0,17,22,49,74,4,1
12828,39,10,2,0,21,57,24,79,48,2
12829,4,23,8,6,3,25,6,3,4,1
12830,24,7,13,10,26,2,6,67,34,1
12831,23,0,0,10,17,2,49,89,4,1
12832,4,0,17,13,5,37,21,39,2,1
12833,15,0,7,0,1,41,17,73,4,1
12834,10,11,16,0,7,2,45,20,2,1
12835,1,0,12,14,17,2,22,27,4,1
12836,25,12,20,10,7,2,21,43,4,1
12837,0,0,11,0,26,38,29,67,7,0
12838,18,0,17,57,29,2,24,0,33,2
12839,24,4,11,0,5,2,2,22,4,1
12840,5,0,13,0,14,27,1,5,11,1
12841,9,11,10,0,8,25,14,11,2,1
12842,5,0,16,0,30,61,44,40,5,1
12843,10,0,9,0,2,41,21,13,4,1
12844,9,0,0,10,8,8,11,3,2,1
12845,21,5,32,0,37,2,15,34,28,1
12846,1,0,15,10,7,1,14,18,12,0
12847,24,11,11,0,5,2,10,31,4,1
12848,6,3,10,12,7,2,1,2,4,1
12849,15,0,11,0,2,7,3,4,2,1
12850,5,1,36,0,36,36,26,60,41,1
12851,24,0,3,12,5,2,1,2,4,1
12852,10,0,36,0,7,25,30,46,2,1
12853,5,0,13,0,9,20,1,21,2,1
12854,5,0,7,0,37,32,21,55,28,1
12855,21,0,13,0,5,16,10,3,4,1
12856,5,1,16,6,9,44,44,15,1,1
12857,12,6,3,0,7,8,25,17,2,1
12858,7,0,17,0,8,30,13,1,4,1
12859,21,0,8,0,26,2,1,79,25,1
12860,3,0,10,8,4,34,22,17,4,1
12861,5,66,16,10,9,3,44,15,1,3
12862,21,0,15,0,5,19,46,12,4,1
12863,0,0,4,0,15,24,3,83,32,0
12864,1,0,29,0,17,47,50,19,4,1
12865,12,12,14,0,7,37,11,22,2,1
12866,9,0,10,0,7,42,14,22,4,1
12867,5,0,3,0,25,36,4,6,24,1
12868,9,11,17,0,7,10,18,47,4,1
12869,15,0,3,0,2,8,34,30,2,1
12870,24,1,0,5,5,2,14,11,4,1
12871,3,0,10,8,4,45,22,17,4,1
12872,1,0,27,14,26,2,11,49,7,0
12873,16,0,5,0,33,42,23,58,42,2
12874,25,0,8,15,7,2,39,17,4,1
12875,1,12,21,6,17,46,49,74,4,1
12876,19,0,17,7,5,2,35,19,2,1
12877,15,12,0,4,1,16,25,30,4,1
12878,11,0,5,1,3,2,18,21,4,1
12879,5,0,21,15,31,25,4,10,30,1
12880,1,0,1,0,2,39,1,43,11,0
12881,21,0,27,0,10,34,38,81,8,1
12882,19,0,19,13,5,2,44,50,2,1
12883,9,0,10,15,8,5,1,11,2,1
12884,9,0,7,10,8,3,10,22,2,1
12885,1,6,15,0,1,17,1,5,1,0
12886,9,8,0,0,7,58,11,29,4,1
12887,7,0,0,1,8,2,6,3,4,1
12888,0,0,20,0,2,26,6,1,11,0
12889,1,10,21,0,34,2,49,51,39,0
12890,32,0,0,0,33,9,23,65,37,2
12891,0,0,27,0,34,48,11,93,38,0
12892,5,0,11,7,14,19,14,13,11,1
12893,7,1,0,8,8,16,6,3,4,1
12894,0,0,4,15,20,2,3,71,17,0
12895,7,0,13,0,8,57,17,17,4,1
12896,5,0,3,0,19,56,18,80,21,1
12897,9,9,7,0,8,4,10,22,2,1
12898,5,0,8,0,29,16,18,55,16,1
12899,21,8,19,10,5,2,64,50,4,1
12900,0,0,9,15,1,59,1,1,1,0
12901,7,1,0,11,8,2,6,3,4,1
12902,15,12,7,0,1,54,39,73,4,1
12903,6,6,21,0,7,34,8,8,4,1
12904,4,0,7,13,5,5,18,1,2,1
12905,8,0,14,15,3,52,18,1,2,1
12906,5,12,13,0,6,26,2,22,4,1
12907,8,0,0,14,3,37,6,22,2,1
12908,5,0,11,0,14,31,1,13,11,1
12909,25,0,10,7,7,2,10,22,4,1
12910,23,0,5,0,17,37,0,44,2,1
12911,5,0,0,0,12,39,13,20,9,1
12912,5,0,11,7,6,32,2,47,2,1
12913,5,0,27,14,37,2,38,34,28,1
12914,5,0,21,8,6,2,4,1,4,1
12915,5,0,21,0,10,47,4,48,23,1
12916,0,10,20,0,4,2,10,22,2,1
12917,3,12,5,0,4,27,25,30,4,1
12918,12,3,21,0,7,6,39,8,2,1
12919,15,9,5,0,1,58,22,17,4,1
12920,5,0,0,0,6,1,13,5,2,1
12921,7,1,17,3,8,2,13,1,4,1
12922,4,12,20,0,3,22,15,35,4,1
12923,25,10,3,0,7,2,17,17,4,1
12924,5,0,4,3,30,2,16,12,5,1
12925,12,0,13,6,7,12,31,30,2,1
12926,7,8,10,0,8,19,18,11,4,1
12927,21,0,27,3,25,14,38,32,24,1
12928,5,0,3,7,19,39,4,32,21,1
12929,7,12,3,0,8,47,7,29,4,1
12930,0,0,15,0,1,34,14,5,1,0
12931,12,0,11,0,2,29,34,4,4,1
12932,3,0,11,15,4,19,0,74,4,1
12933,10,8,10,0,7,37,6,22,2,1
12934,6,1,20,3,7,54,21,13,4,1
12935,1,4,3,3,17,2,28,45,4,1
12936,5,0,3,0,21,56,4,15,35,1
12937,0,4,35,0,1,54,18,13,1,0
12938,5,0,7,0,19,36,30,63,21,1
12939,10,0,17,10,7,2,1,11,2,1
12940,59,1,26,0,22,2,53,18,2,1
12941,11,9,13,0,3,2,8,29,4,1
12942,7,0,13,12,8,34,17,17,4,1
12943,4,0,8,15,3,1,6,3,4,1
12944,5,0,13,1,23,2,1,46,10,1
12945,9,0,18,0,7,16,18,47,4,1
12946,49,10,26,0,40,2,35,39,2,1
12947,5,0,15,0,6,2,42,52,4,1
12948,5,32,16,0,9,0,44,15,1,1
12949,20,0,5,0,17,20,0,44,2,1
12950,19,0,15,0,5,2,26,12,2,1
12951,30,0,22,0,35,2,27,31,16,2
12952,35,12,29,14,35,2,27,3,16,2
12953,9,1,4,0,7,23,6,29,4,1
12954,25,5,10,8,7,2,2,2,4,1
12955,5,0,27,5,31,2,48,67,30,1
12956,15,0,8,0,2,1,31,23,2,1
12957,7,0,0,14,8,58,10,3,4,1
12958,3,11,22,0,1,28,48,70,2,1
12959,8,11,10,0,8,36,4,11,4,1
12960,5,0,3,8,19,2,18,80,21,1
12961,29,0,14,10,0,9,24,78,47,2
12962,5,0,7,0,37,9,30,55,28,1
12963,11,0,8,10,3,37,11,3,2,1
12964,22,11,3,0,1,37,3,44,4,1
12965,5,0,15,0,12,52,42,32,9,1
12966,12,0,24,0,2,26,15,38,4,1
12967,21,0,16,0,5,58,43,10,4,1
12968,7,10,13,0,8,34,17,17,4,1
12969,21,0,13,10,6,44,10,2,2,1
12970,23,9,32,2,17,2,22,8,2,1
12971,25,9,11,0,7,2,39,73,4,1
12972,0,0,20,8,21,2,6,51,20,0
12973,15,0,7,0,1,0,39,73,4,1
12974,8,0,7,6,3,52,2,47,2,1
12975,8,1,11,0,3,25,8,7,2,1
12976,22,1,4,0,1,2,20,30,4,1
12977,22,5,17,0,1,2,11,3,4,1
12978,5,0,13,3,14,13,2,5,11,1
12979,15,0,17,8,1,26,11,7,4,1
12980,10,0,7,0,7,5,8,7,2,1
12981,0,0,20,0,3,38,6,18,5,0
12982,12,0,14,0,7,20,11,22,2,1
12983,3,0,5,0,4,47,39,30,4,1
12984,10,1,11,0,7,2,34,30,2,1
12985,5,0,22,0,14,1,32,32,11,1
12986,4,0,21,15,5,98,2,47,2,1
12987,2,8,10,10,2,2,11,3,4,1
12988,5,0,11,0,21,0,1,37,18,1
12989,0,5,20,0,7,2,6,13,10,0
12990,1,0,11,0,41,1,29,53,59,0
12991,0,10,7,0,4,2,34,4,4,1
12992,5,0,16,7,10,2,44,0,23,1
12993,5,0,11,0,37,46,1,15,28,1
12994,15,0,17,8,2,2,6,22,2,1
12995,0,0,1,0,7,51,14,19,10,0
12996,9,0,5,8,8,39,2,47,2,1
12997,20,0,22,15,17,6,56,18,2,1
12998,1,0,15,10,7,8,14,18,12,0
12999,5,0,15,0,30,56,42,75,5,1
13000,5,0,33,0,30,48,10,35,5,1
13001,9,0,8,0,8,3,22,8,2,1
13002,0,0,11,0,24,1,29,92,22,0
13003,1,1,21,0,17,19,49,74,4,1
13004,5,0,21,4,25,2,4,62,24,1
13005,5,0,20,15,31,2,52,79,30,1
13006,24,9,4,0,5,2,4,21,4,1
13007,18,0,17,0,37,47,24,85,59,2
13008,1,0,11,0,32,5,29,84,51,0
13009,15,6,32,0,2,2,1,11,2,1
13010,0,0,11,8,4,2,12,74,4,1
13011,12,0,16,9,2,10,45,16,4,1
13012,1,0,5,0,17,2,34,4,4,1
13013,5,0,11,0,21,25,1,66,18,1
13014,5,0,13,0,23,53,2,43,10,1
13015,4,0,0,12,5,2,1,11,2,1
13016,6,0,4,0,7,37,11,29,4,1
13017,10,4,10,0,7,56,6,22,2,1
13018,3,0,10,8,1,8,22,29,2,1
13019,12,12,14,0,7,25,11,22,2,1
13020,9,12,10,0,7,45,14,2,4,1
13021,1,0,7,0,17,10,31,9,4,1
13022,1,12,0,8,34,2,0,34,39,0
13023,5,0,0,0,30,22,13,16,5,1
13024,7,1,5,0,3,33,14,21,2,1
13025,14,0,5,9,27,2,23,53,26,2
13026,5,0,25,0,23,27,10,13,10,1
13027,5,1,16,12,14,115,44,41,11,1
13028,1,8,17,0,17,2,39,73,4,1
13029,19,11,11,0,5,2,6,31,2,1
13030,0,0,8,0,37,30,28,75,43,0
13031,12,6,24,0,2,19,15,38,4,1
13032,1,8,15,10,3,20,14,33,5,0
13033,5,6,0,0,5,42,4,11,4,1
13034,19,0,10,0,5,4,30,46,2,1
13035,0,0,8,0,25,34,28,77,25,0
13036,5,1,13,12,6,25,2,2,4,1
13037,0,0,13,14,41,2,29,56,48,0
13038,4,12,14,3,3,50,13,1,4,1
13039,11,6,2,0,3,2,21,46,4,1
13040,4,0,11,0,5,61,11,31,2,1
13041,22,0,24,0,1,2,53,18,4,1
13042,9,4,7,0,7,0,10,3,4,1
13043,5,0,11,0,5,42,1,22,4,1
13044,4,5,4,0,3,2,14,47,4,1
13045,5,0,16,0,23,56,43,32,10,1
13046,4,10,21,0,3,54,2,22,4,1
13047,12,9,17,0,2,26,2,22,4,1
13048,1,0,29,0,4,56,50,38,2,1
13049,10,4,10,0,7,2,2,2,2,1
13050,6,1,3,1,7,2,22,17,4,1
13051,5,0,37,1,23,2,33,41,10,1
13052,0,1,2,4,4,2,8,29,4,1
13053,22,1,37,8,1,1,50,18,4,1
13054,0,9,5,0,4,2,25,30,4,1
13055,0,0,1,0,2,3,14,43,11,0
13056,1,0,1,0,8,34,1,35,3,0
13057,7,11,16,0,8,2,37,48,4,1
13058,1,3,9,0,17,58,2,22,4,1
13059,37,4,14,0,17,2,34,4,4,1
13060,5,0,4,0,6,2,16,13,2,1
13061,5,8,13,0,5,30,10,3,4,1
13062,1,0,18,2,17,2,39,30,4,1
13063,0,0,15,0,8,52,14,38,3,0
13064,0,0,8,0,19,6,28,41,54,0
13065,5,0,0,0,5,0,4,11,4,1
13066,1,0,0,0,0,27,0,0,0,0
13067,15,8,11,0,2,7,3,4,2,1
13068,5,0,13,0,12,8,2,33,9,1
13069,11,1,3,0,3,2,10,31,4,1
13070,12,1,2,0,2,2,1,2,4,1
13071,12,0,21,0,7,53,39,8,2,1
13072,0,0,9,0,7,28,1,39,10,0
13073,8,0,7,0,3,2,1,47,2,1
13074,0,5,0,0,34,0,3,34,38,0
13075,5,0,8,0,29,25,14,55,16,1
13076,9,0,8,0,7,0,22,17,4,1
13077,4,0,10,7,5,1,30,46,2,1
13078,12,0,17,10,2,19,2,22,4,1
13079,0,0,11,0,23,3,29,46,35,0
13080,24,12,11,0,5,2,2,22,4,1
13081,5,0,33,0,9,2,10,47,2,1
13082,5,0,1,5,6,2,46,20,2,1
13083,16,0,14,3,33,19,40,88,42,2
13084,12,0,7,0,2,26,22,27,4,1
13085,12,8,18,0,7,56,10,47,2,1
13086,4,3,21,0,3,54,2,22,4,1
13087,5,0,13,0,13,19,2,19,3,1
13088,9,0,21,0,8,4,7,7,2,1
13089,12,0,4,0,7,3,22,29,2,1
13090,5,0,12,0,23,52,15,48,10,1
13091,5,93,16,0,6,34,44,66,4,1
13092,8,11,19,0,3,2,33,10,2,1
13093,7,0,10,2,8,9,4,11,4,1
13094,21,1,13,10,5,2,10,3,4,1
13095,5,0,20,0,31,9,52,79,30,1
13096,9,11,17,0,7,17,18,47,4,1
13097,3,6,10,0,4,0,22,17,4,1
13098,11,12,1,0,3,2,38,33,4,1
13099,0,8,0,0,4,31,3,44,2,1
13100,5,0,23,2,13,40,55,55,3,1
13101,5,0,16,0,13,25,44,63,3,1
13102,5,0,8,8,31,9,18,62,30,1
13103,6,0,18,10,7,37,14,47,4,1
13104,5,0,13,0,9,32,1,21,2,1
13105,0,9,25,24,34,62,62,67,38,0
13106,4,0,10,3,3,2,16,5,4,1
13107,26,3,0,3,4,2,34,44,4,1
13108,1,0,0,0,29,14,0,79,29,0
13109,5,0,7,0,19,0,30,63,21,1
13110,4,0,11,0,3,22,6,7,4,1
13111,18,12,17,8,26,2,24,90,50,2
13112,12,1,7,0,2,30,8,8,4,1
13113,10,0,10,11,7,2,6,22,2,1
13114,9,8,0,0,7,34,11,29,4,1
13115,5,0,3,5,6,31,18,21,4,1
13116,5,0,8,0,12,51,18,16,9,1
13117,5,0,4,15,6,2,16,13,4,1
13118,5,0,33,0,23,9,10,13,10,1
13119,0,0,27,2,14,3,6,52,30,0
13120,5,0,21,13,19,2,4,32,21,1
13121,1,0,15,14,1,37,14,5,1,0
13122,12,4,34,14,7,33,41,33,2,1
13123,9,0,5,0,8,2,2,2,2,1
13124,5,83,16,0,9,16,44,15,1,1
13125,5,0,16,8,23,51,44,55,10,1
13126,24,12,4,0,5,2,18,21,4,1
13127,7,0,5,0,3,28,1,21,2,1
13128,15,4,21,10,1,26,20,4,4,1
13129,8,0,13,0,8,22,22,17,4,1
13130,21,0,13,0,6,61,10,2,2,1
13131,1,0,8,0,3,55,12,3,5,0
13132,5,0,8,0,34,29,14,85,34,1
13133,9,8,4,0,8,55,6,31,2,1
13134,7,9,3,0,8,49,7,29,4,1
13135,0,0,3,0,12,15,28,24,21,0
13136,15,6,0,0,2,18,20,17,2,1
13137,7,0,13,8,8,10,17,17,4,1
13138,12,3,0,0,7,37,22,29,2,1
13139,5,0,3,0,10,48,18,52,23,1
13140,8,0,0,14,3,8,6,22,2,1
13141,5,0,11,0,13,26,1,18,3,1
13142,5,0,4,0,10,54,16,6,23,1
13143,31,3,18,0,26,2,24,94,40,2
13144,7,0,2,0,3,62,16,46,2,1
13145,1,0,18,7,17,2,39,30,4,1
13146,5,0,13,10,13,1,2,19,3,1
13147,24,9,7,0,5,2,13,1,4,1
13148,21,0,27,0,10,30,38,81,8,1
13149,0,1,35,2,7,2,18,18,10,0
13150,24,8,17,0,5,2,56,19,4,1
13151,0,0,1,3,5,52,14,16,9,0
13152,0,0,11,0,13,5,29,18,18,0
13153,5,1,4,0,6,28,16,13,2,1
13154,4,0,3,0,3,23,2,31,4,1
13155,46,0,10,11,26,2,23,68,40,2
13156,4,0,17,13,5,5,21,39,2,1
13157,9,0,10,12,7,10,14,2,4,1
13158,25,6,0,3,7,2,8,29,4,1
13159,10,1,5,0,7,2,6,31,2,1
13160,5,0,23,0,13,11,33,55,3,1
13161,8,0,10,0,8,58,4,11,4,1
13162,6,8,4,0,7,2,11,29,4,1
13163,1,3,7,0,4,35,31,4,2,1
13164,0,0,0,0,11,29,3,97,56,0
13165,3,12,0,0,4,10,34,9,4,1
13166,21,8,32,0,37,27,15,34,21,1
13167,15,0,18,0,2,3,11,31,2,1
13168,4,0,18,0,3,48,30,13,4,1
13169,5,0,25,0,13,39,10,46,12,1
13170,9,1,11,0,8,56,17,8,2,1
13171,4,0,4,0,3,27,14,47,4,1
13172,5,0,8,0,14,19,14,43,11,1
13173,5,0,11,7,30,20,1,57,5,1
13174,5,8,27,15,37,25,48,34,28,1
13175,12,0,0,0,2,26,17,17,4,1
13176,10,10,24,0,7,2,15,33,2,1
13177,8,0,3,0,3,53,7,3,2,1
13178,1,0,10,3,17,26,39,30,4,1
13179,12,12,36,0,7,25,16,46,2,1
13180,0,0,11,0,5,38,12,22,9,0
13181,7,0,13,0,3,62,17,8,2,1
13182,4,1,7,0,3,2,14,47,4,1
13183,10,8,7,19,7,18,7,3,2,1
13184,5,0,7,0,29,34,30,85,16,1
13185,1,0,0,8,4,31,0,9,2,1
13186,5,0,23,0,13,2,55,55,3,1
13187,5,0,0,0,14,35,16,19,11,1
13188,25,12,3,13,7,2,17,17,4,1
13189,1,0,0,15,26,2,0,85,7,0
13190,5,0,7,0,14,56,30,35,11,1
13191,1,12,7,0,17,34,31,9,4,1
13192,7,0,3,0,8,58,11,29,4,1
13193,47,0,19,0,44,55,4,5,2,1
13194,1,0,35,9,7,8,18,18,12,0
13195,22,0,10,0,1,3,22,8,4,1
13196,30,5,22,3,18,2,54,29,21,2
13197,8,0,11,5,3,18,8,29,2,1
13198,1,5,0,0,17,26,0,89,4,1
13199,8,0,33,15,3,59,17,8,2,1
13200,6,0,0,10,7,1,7,8,4,1
13201,0,1,35,0,8,35,18,57,3,0
13202,0,0,4,8,4,116,3,4,2,1
13203,9,0,3,0,7,30,8,27,4,1
13204,5,11,0,0,6,37,13,1,4,1
13205,1,0,8,11,21,38,12,37,20,0
13206,29,12,10,0,33,16,23,54,27,2
13207,13,3,7,0,39,2,23,82,58,2
13208,7,9,14,0,8,26,14,47,4,1
13209,9,0,18,0,8,31,18,21,2,1
13210,12,5,34,3,2,0,41,35,4,1
13211,1,0,11,0,20,27,29,36,17,0
13212,23,4,32,0,17,2,22,8,4,1
13213,0,0,9,15,8,8,1,18,3,0
13214,21,8,4,0,5,2,13,21,4,1
13215,8,5,11,0,3,2,7,7,2,1
13216,5,0,21,0,12,7,4,12,9,1
13217,9,0,0,10,8,3,11,3,2,1
13218,7,0,33,0,8,27,39,73,4,1
13219,4,0,3,15,3,19,10,3,4,1
13220,5,0,11,0,41,27,14,102,38,1
13221,10,0,3,0,2,42,39,30,4,1
13222,4,11,21,0,3,15,2,22,4,1
13223,1,0,15,0,1,45,14,5,1,0
13224,5,12,0,12,9,2,13,46,1,1
13225,5,0,0,0,6,12,4,1,2,1
13226,9,0,12,0,8,5,16,13,2,1
13227,8,0,11,0,8,36,8,8,4,1
13228,24,5,13,5,5,2,10,3,4,1
13229,5,0,16,0,23,1,44,55,10,1
13230,15,10,10,0,1,47,7,29,4,1
13231,0,0,20,0,2,39,10,1,11,0
13232,0,0,9,15,6,31,2,12,8,0
13233,9,0,25,8,8,2,20,30,2,1
13234,4,4,21,0,3,34,2,22,4,1
13235,3,0,24,0,1,28,56,19,2,1
13236,24,4,13,8,5,2,11,3,4,1
13237,22,0,8,8,1,2,3,9,4,1
13238,5,0,0,0,30,4,13,16,5,1
13239,9,3,10,0,8,3,14,11,2,1
13240,0,4,11,0,23,2,12,46,41,0
13241,7,6,17,0,8,14,13,1,4,1
13242,10,0,17,0,7,3,1,11,2,1
13243,5,0,7,0,34,8,30,0,34,1
13244,1,6,9,0,7,2,1,39,12,0
13245,31,0,17,0,29,10,24,0,33,2
13246,1,11,28,3,7,2,4,35,12,0
13247,4,0,0,0,3,9,1,2,4,1
13248,8,1,3,0,3,25,7,3,2,1
13249,5,0,3,0,31,117,18,42,30,1
13250,5,0,9,6,31,20,45,40,30,1
13251,1,0,1,0,3,27,1,33,5,0
13252,5,0,7,5,10,2,21,62,23,1
13253,9,0,18,14,8,28,18,21,2,1
13254,0,0,35,0,4,23,18,1,2,1
13255,4,4,8,0,3,2,6,3,4,1
13256,1,0,11,0,11,1,29,93,56,0
13257,1,0,35,0,7,50,18,18,12,0
13258,5,0,8,0,0,53,18,34,19,1
13259,22,3,3,0,1,2,3,44,4,1
13260,0,0,11,15,16,50,29,26,33,0
13261,5,0,33,0,13,0,10,39,3,1
13262,6,3,5,0,7,2,10,3,4,1
13263,25,5,14,0,7,2,10,22,4,1
13264,12,0,10,11,2,57,10,3,4,1
13265,1,10,35,0,7,63,18,18,12,0
13266,5,0,16,0,30,48,44,40,5,1
13267,5,0,16,0,14,18,44,41,11,1
13268,1,0,9,0,8,40,1,18,3,0
13269,9,5,13,0,7,30,39,30,4,1
13270,0,0,11,10,31,2,12,62,34,0
13271,1,0,8,10,8,34,12,8,3,0
13272,34,0,24,4,18,41,27,30,18,2
13273,7,3,3,0,8,9,11,29,4,1
13274,6,0,13,13,7,2,25,30,4,1
13275,21,0,10,0,5,2,35,46,4,1
13276,7,6,3,0,3,39,7,3,2,1
13277,5,0,7,0,25,9,30,10,24,1
13278,5,0,11,0,30,25,1,57,5,1
13279,5,0,11,0,14,62,1,13,11,1
13280,22,10,17,0,1,2,11,3,4,1
13281,5,0,16,0,6,27,43,66,2,1
13282,26,0,18,9,4,37,22,27,4,1
13283,19,1,13,5,5,2,11,3,2,1
13284,4,12,7,0,3,54,18,11,4,1
13285,5,0,3,0,21,16,18,50,35,1
13286,6,0,14,0,7,58,2,22,4,1
13287,4,0,7,3,5,4,18,1,2,1
13288,5,0,11,0,32,51,14,0,45,1
13289,5,0,3,0,31,9,4,42,30,1
13290,5,0,13,5,23,66,1,46,10,1
13291,1,0,3,0,25,30,28,77,25,0
13292,4,0,3,11,3,27,10,31,4,1
13293,0,10,11,0,23,2,29,46,35,0
13294,8,8,13,10,3,5,17,8,2,1
13295,5,0,20,0,14,47,52,48,11,1
13296,8,0,33,0,8,41,17,73,4,1
13297,10,0,16,0,2,42,45,16,4,1
13298,8,0,7,10,3,18,1,11,2,1
13299,5,0,3,0,37,7,18,81,28,1
13300,1,0,35,0,8,40,18,57,3,0
13301,1,9,11,0,25,8,12,48,25,0
13302,5,4,3,9,6,61,18,21,2,1
13303,14,0,5,0,41,61,23,71,49,2
13304,15,12,4,0,1,54,39,30,4,1
13305,9,8,17,0,7,30,4,11,4,1
13306,0,4,35,0,8,1,18,57,3,0
13307,8,0,3,5,3,2,6,31,2,1
13308,30,0,22,8,18,26,27,29,21,2
13309,10,0,22,11,7,2,46,52,2,1
13310,5,0,23,0,10,13,55,34,23,1
13311,21,12,13,0,5,57,10,3,4,1
13312,12,12,9,0,7,39,21,39,2,1
13313,12,0,0,10,2,25,17,17,4,1
13314,7,0,10,11,3,61,4,5,2,1
13315,23,6,12,4,17,2,17,27,2,1
13316,4,0,4,10,3,26,14,47,4,1
13317,25,10,8,4,7,2,39,17,4,1
13318,0,0,1,2,8,2,14,35,3,0
13319,5,0,3,3,25,1,18,77,24,1
13320,5,0,11,14,24,37,14,59,60,1
13321,9,0,18,13,7,36,18,47,4,1
13322,4,0,0,0,5,32,2,11,2,1
13323,12,0,17,0,2,30,2,22,4,1
13324,9,4,8,0,8,2,8,8,4,1
13325,3,3,18,0,1,2,8,29,2,1
13326,29,6,10,8,26,54,24,0,33,2
13327,0,0,8,0,25,37,28,77,25,0
13328,9,0,8,0,7,14,22,17,4,1
13329,21,0,11,0,5,9,1,22,4,1
13330,5,0,11,0,36,14,1,42,41,1
13331,10,10,17,12,7,2,1,47,2,1
13332,8,4,7,0,3,39,2,47,2,1
13333,5,0,3,1,21,2,18,15,18,1
13334,4,0,4,1,5,2,14,21,2,1
13335,5,0,11,0,9,10,1,1,1,1
13336,5,0,33,0,23,18,10,13,10,1
13337,10,10,24,0,7,2,38,33,2,1
13338,9,1,13,0,7,16,39,30,4,1
13339,4,0,11,0,3,58,11,7,4,1
13340,0,0,32,0,17,63,7,8,4,1
13341,0,0,13,6,38,62,29,68,52,0
13342,22,0,5,0,1,4,39,17,4,1
13343,5,0,22,11,6,2,32,50,4,1
13344,0,0,9,9,6,8,1,12,8,0
13345,6,0,17,6,7,1,14,47,4,1
13346,3,0,17,3,1,31,7,7,2,1
13347,19,1,7,7,5,2,4,1,2,1
13348,5,0,25,0,14,7,6,21,11,1
13349,15,1,17,5,1,46,6,3,4,1
13350,19,0,4,14,5,2,18,21,2,1
13351,4,12,3,0,5,53,10,2,2,1
13352,9,5,18,15,8,2,4,21,4,1
13353,22,0,7,0,4,45,25,4,4,1
13354,11,9,17,0,3,2,30,13,4,1
13355,5,9,6,0,9,2,9,10,1,1
13356,15,0,0,0,2,24,25,17,2,1
13357,29,0,10,10,33,34,23,54,27,2
13358,0,0,9,1,4,30,1,47,2,1
13359,4,0,7,3,5,35,18,1,2,1
13360,5,0,16,1,14,2,44,41,11,1
13361,5,0,11,0,27,49,1,64,54,1
13362,8,5,0,14,3,2,10,2,2,1
13363,1,0,18,10,17,27,39,30,4,1
13364,22,0,10,0,1,37,8,29,4,1
13365,16,0,5,9,43,3,40,65,37,2
13366,5,0,13,0,13,35,2,19,3,1
13367,10,1,13,10,7,2,34,30,2,1
13368,15,0,17,0,2,52,6,22,2,1
13369,9,11,17,0,8,118,4,1,2,1
13370,5,0,11,0,6,37,2,47,2,1
13371,21,10,13,0,5,16,10,3,4,1
13372,2,9,7,0,2,2,8,8,4,1
13373,5,0,37,0,30,6,33,63,5,1
13374,0,0,11,12,31,3,12,62,34,0
13375,5,0,25,5,23,2,6,13,10,1
13376,0,0,3,0,12,18,28,24,21,0
13377,12,0,18,0,7,8,10,47,2,1
13378,5,0,11,0,6,12,2,47,2,1
13379,0,0,27,0,6,31,6,70,8,0
13380,25,1,2,0,7,2,18,11,4,1
13381,1,0,10,0,4,7,39,17,2,1
13382,1,4,29,0,17,54,50,19,4,1
13383,0,0,35,0,1,35,18,13,1,0
13384,9,0,17,0,8,43,18,1,2,1
13385,5,8,4,0,6,2,16,13,4,1
13386,4,0,7,5,3,57,18,47,4,1
13387,7,6,17,0,8,9,16,1,4,1
13388,26,8,0,0,4,2,3,9,4,1
13389,5,0,33,0,10,7,10,16,23,1
13390,5,10,19,58,23,2,64,79,10,1
13391,25,0,17,3,7,2,14,47,4,1
13392,1,0,7,0,4,35,31,4,2,1
13393,12,0,29,2,2,15,45,24,4,1
13394,0,0,8,5,25,2,28,77,25,0
13395,5,0,27,10,13,46,48,42,3,1
13396,5,0,16,0,30,53,44,85,5,1
13397,29,0,10,0,28,33,40,100,53,2
13398,0,0,4,0,33,53,3,65,26,0
13399,24,11,4,0,5,2,4,21,4,1
13400,22,6,10,0,1,2,8,8,4,1
13401,41,3,31,3,35,2,27,29,21,2
13402,15,0,0,0,2,37,25,17,2,1
13403,5,0,11,0,29,47,14,32,16,1
13404,5,0,31,2,9,14,43,50,1,1
13405,15,0,0,0,1,27,20,23,4,1
13406,8,11,0,14,3,39,10,2,2,1
13407,6,9,11,0,7,19,39,73,4,1
13408,5,0,13,0,30,26,2,38,5,1
13409,1,0,13,0,34,29,36,79,39,0
13410,5,0,8,0,36,31,18,61,41,1
13411,1,0,15,10,7,2,14,19,12,0
13412,4,0,3,0,3,54,10,3,4,1
13413,5,0,22,15,9,2,32,41,1,1
13414,5,0,13,14,14,59,1,5,11,1
13415,15,6,5,0,1,47,22,17,4,1
13416,6,10,11,0,7,17,17,73,4,1
13417,6,3,7,0,7,2,11,7,4,1
13418,0,3,11,0,4,2,28,74,4,1
13419,12,0,8,0,7,24,20,17,2,1
13420,7,0,21,1,8,17,11,7,4,1
13421,11,10,13,0,3,2,7,29,4,1
13422,7,0,7,0,8,36,2,22,4,1
13423,18,11,2,0,19,2,23,34,17,2
13424,22,0,5,5,1,1,17,17,4,1
13425,1,0,11,0,27,50,29,64,44,0
13426,9,0,13,3,8,2,17,17,4,1
13427,22,9,14,0,1,2,22,27,4,1
