,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
646,0,0,2,2,1,25,9,23,5,2,5,10,1,0,2,2,2,5,0,1,5,2,3,0,2,2,0,1,3,0,0
647,1,0,5,0,1,3,2,16,15,27,3,0,0,0,2,1,6,3,0,2,0,4,0,3,0,2,0,0,0,0,0
648,4,0,2,0,1,2,30,34,13,8,5,2,0,0,1,4,0,6,1,6,1,6,0,2,5,1,2,2,3,0,0
649,1,1,2,0,1,6,15,10,3,2,3,0,0,1,1,1,0,3,3,2,0,0,0,0,0,0,0,0,4,0,0
650,2,1,6,4,1,22,22,17,9,2,3,2,0,4,3,4,0,5,1,1,0,3,0,5,4,5,1,4,3,0,2
651,2,1,6,2,1,1,18,3,20,0,5,2,1,1,0,1,2,2,1,0,0,0,0,0,3,0,0,3,0,0,0
652,0,0,4,0,1,16,23,19,17,7,1,6,0,1,2,1,0,4,1,0,0,0,0,0,0,2,1,0,0,0,0
653,1,1,2,3,2,2,20,4,23,2,4,8,0,1,0,0,0,1,0,0,3,3,0,2,3,3,0,3,3,0,0
654,4,1,6,1,1,38,0,21,24,16,5,2,2,1,0,1,0,5,0,2,3,0,0,0,3,1,0,5,3,0,0
655,4,1,0,0,1,25,27,1,12,14,6,10,0,2,2,3,0,1,1,3,0,4,1,3,1,2,2,1,3,0,0
656,2,1,2,0,1,6,9,10,4,10,8,4,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
657,1,1,1,5,1,10,10,32,0,22,5,2,0,3,1,1,0,5,0,5,2,1,0,1,0,1,5,2,3,0,1
658,1,0,2,0,5,5,15,3,14,8,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
659,2,0,5,0,1,7,6,19,23,18,2,6,1,1,0,1,0,3,1,0,0,0,0,0,3,0,0,0,6,0,0
660,1,0,5,0,1,21,9,21,5,9,4,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
661,1,0,1,0,1,38,12,12,25,14,0,5,1,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,3,0,1
662,2,1,5,0,1,16,19,28,11,10,4,8,0,1,0,1,0,2,1,0,0,0,0,0,3,0,0,2,1,0,0
663,1,0,1,0,1,25,19,9,11,25,1,1,1,0,1,1,1,3,1,2,1,4,0,1,0,0,0,0,0,0,1
664,2,1,3,0,1,12,5,9,23,17,8,2,6,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,3,0,0
665,0,1,6,0,1,30,25,17,4,23,0,4,2,0,2,6,2,6,1,6,5,3,4,2,2,1,3,3,3,0,0
666,4,1,5,0,1,35,30,9,11,22,3,1,0,1,2,1,0,3,1,0,0,0,0,0,2,0,0,2,2,0,1
667,1,1,6,0,1,27,23,10,4,1,3,8,1,1,3,5,0,5,1,6,0,3,0,0,3,0,0,0,5,0,0
668,2,1,0,0,1,16,9,4,6,22,7,5,0,1,3,1,0,6,0,2,0,0,0,0,3,0,0,0,3,0,0
669,0,1,0,0,1,2,2,3,9,8,8,7,3,2,2,1,0,5,1,3,0,2,0,0,0,2,0,1,3,0,0
670,2,1,5,0,1,7,8,1,1,6,4,1,3,1,0,1,0,5,2,0,0,0,0,0,1,0,0,0,3,0,0
671,2,0,6,0,1,38,24,10,3,6,1,4,0,1,0,1,0,3,0,2,0,4,0,0,0,0,0,0,2,0,0
672,2,0,2,0,4,23,25,0,9,2,1,8,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
673,0,1,0,0,1,20,5,19,6,11,3,7,6,0,2,1,0,5,1,1,0,3,0,2,3,2,0,3,3,0,1
674,2,1,0,0,1,28,8,11,23,23,8,8,6,1,0,1,0,5,1,0,0,0,0,0,6,0,0,0,3,0,0
675,1,1,5,0,1,14,5,10,9,20,0,1,1,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,5,0,0
676,2,1,6,0,1,9,34,12,15,33,2,3,5,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,4
677,2,0,6,0,1,6,5,0,24,18,1,7,0,5,3,2,0,2,2,1,0,0,0,0,5,0,1,0,5,0,2
678,4,1,1,0,1,28,3,13,15,33,1,9,1,6,2,2,0,4,2,1,3,5,3,2,3,1,5,2,2,0,0
679,0,1,6,0,1,5,8,16,9,8,8,8,1,1,1,2,0,2,0,0,0,4,0,0,0,0,0,0,3,0,0
680,1,1,2,0,1,15,14,10,11,3,2,6,1,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0
681,0,0,5,0,1,14,13,4,23,20,2,5,6,0,1,0,3,2,2,1,1,4,0,1,2,1,0,3,4,0,0
682,0,0,0,0,1,30,25,17,24,15,5,10,2,1,0,6,0,1,1,0,0,0,0,0,3,0,3,1,1,0,0
683,1,1,5,4,1,16,9,15,12,11,8,2,1,4,3,5,0,5,1,1,0,3,0,1,3,4,0,4,6,0,0
684,2,0,6,1,1,19,23,1,4,17,8,7,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
685,4,0,7,4,1,11,18,6,8,23,2,9,2,2,0,0,1,6,2,3,0,0,0,0,0,2,0,0,5,0,0
686,0,1,6,2,1,22,24,12,24,3,8,7,3,0,2,2,0,5,1,3,0,2,0,0,0,0,0,0,5,0,0
687,5,0,2,0,1,23,25,4,15,1,6,2,1,2,0,3,0,4,2,0,0,0,0,0,0,2,0,1,4,0,0
688,5,1,6,0,1,18,25,7,16,1,4,5,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,3,0,0
689,1,0,5,0,1,3,13,6,20,21,1,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,4,0,2,0,1,28,25,12,4,10,1,6,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
691,0,1,2,0,1,17,5,9,17,3,2,6,1,2,0,1,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0
692,0,1,0,0,1,11,0,4,9,25,3,1,0,2,2,1,0,5,0,2,0,4,0,1,2,2,0,1,0,0,1
693,0,0,2,0,1,3,19,3,18,9,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
694,5,1,5,0,1,10,21,10,16,18,0,4,0,2,2,1,0,5,0,3,0,0,0,0,0,2,0,1,4,0,0
695,4,0,5,1,2,35,5,23,13,0,1,4,2,1,0,1,0,5,1,0,0,0,0,0,0,2,0,1,3,0,0
696,0,1,5,2,1,20,16,20,15,20,0,5,1,4,0,2,0,6,1,2,0,4,1,0,0,3,0,2,6,0,0
697,5,1,6,0,1,3,6,19,11,2,0,2,1,0,1,1,0,5,2,2,0,4,0,0,2,1,0,2,3,0,4
698,0,0,6,3,1,30,9,10,0,8,5,7,0,0,0,0,0,5,1,2,1,3,1,0,3,1,0,2,3,0,1
699,4,1,7,0,1,8,24,10,1,7,1,2,4,2,2,0,0,5,0,0,0,0,0,0,0,0,5,2,3,0,0
700,0,0,5,0,1,16,18,28,4,0,8,8,6,2,1,0,2,2,1,0,0,3,0,1,3,1,0,3,0,0,0
701,5,1,5,0,1,26,2,13,0,1,1,4,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0
702,0,1,6,2,1,10,5,0,9,23,1,5,1,2,2,3,5,5,6,3,1,2,1,3,3,2,2,1,4,0,1
703,2,1,6,0,1,26,21,23,5,8,1,1,6,0,1,0,2,5,0,0,0,0,0,0,2,0,0,0,3,0,0
704,2,0,5,0,1,3,16,7,12,23,4,6,2,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
705,1,1,5,0,1,20,1,21,23,10,4,2,0,0,1,1,0,6,0,1,0,6,0,2,3,0,0,0,6,0,0
706,2,1,6,0,1,18,0,4,1,7,2,5,0,1,3,1,0,2,1,0,0,1,0,2,3,0,0,0,0,0,0
707,2,1,0,0,1,11,5,19,3,21,1,3,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
708,2,1,5,0,1,30,9,28,9,29,3,7,0,0,3,0,3,5,1,2,0,4,0,2,3,3,0,2,6,0,0
709,2,1,6,2,1,27,13,2,14,21,2,6,6,1,0,6,3,5,2,0,0,0,0,0,3,0,0,3,5,0,0
710,1,0,2,0,1,14,21,15,20,7,0,5,2,3,0,0,1,2,0,2,0,3,0,0,3,3,0,0,2,0,0
711,2,1,5,2,1,14,2,20,22,0,8,8,1,4,1,1,0,5,2,0,0,3,0,0,3,4,0,3,6,0,0
712,2,1,0,0,1,4,24,10,10,25,8,10,0,1,0,1,0,6,1,0,0,0,0,0,0,0,0,0,6,0,0
713,2,0,6,2,1,6,15,23,22,23,0,2,0,3,0,6,0,5,2,1,3,4,2,0,2,3,1,3,3,0,4
714,2,1,6,0,1,20,11,16,9,32,5,6,6,1,0,2,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0
715,0,1,5,2,1,10,3,12,20,23,1,6,0,2,0,4,2,5,0,2,0,0,0,1,2,1,0,3,3,0,1
716,2,1,4,3,1,20,12,19,9,25,6,7,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,3,0,0
717,5,1,5,0,1,16,16,19,12,22,4,2,0,2,1,1,0,3,0,2,0,4,0,3,0,2,0,1,4,0,0
718,0,1,6,0,1,38,2,20,23,7,8,8,1,5,3,5,0,5,1,2,0,3,2,1,3,1,0,3,3,0,1
719,0,0,0,0,1,19,25,21,1,8,1,6,2,0,2,1,0,5,1,2,0,0,0,0,0,2,0,1,4,0,1
720,5,1,0,0,1,20,5,3,9,22,2,0,4,2,0,3,0,5,0,3,0,0,1,0,0,2,0,1,4,0,1
721,1,0,5,0,1,11,10,21,8,3,3,5,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0
722,0,0,6,0,1,25,0,15,1,22,3,1,2,3,0,3,0,5,1,6,0,1,0,0,0,2,0,1,3,0,0
723,1,0,2,0,1,0,18,15,13,23,0,10,0,0,3,2,0,6,1,6,0,6,0,5,3,4,0,3,5,0,0
724,2,1,0,0,1,9,16,15,24,10,1,5,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
725,1,0,2,0,3,0,18,0,20,1,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0
726,2,1,6,1,1,26,9,15,4,15,3,4,2,1,0,1,3,2,0,0,0,3,0,0,0,4,0,4,2,0,0
727,1,0,4,4,1,27,21,9,9,8,5,8,1,0,1,0,0,5,0,2,2,4,2,1,0,4,5,6,3,1,4
728,0,0,5,0,1,4,8,6,15,0,0,0,0,2,2,1,0,4,1,0,0,2,0,0,0,2,0,1,0,0,1
729,2,1,6,0,1,10,22,12,23,10,3,2,2,5,1,1,2,6,2,0,0,3,0,0,4,0,0,3,2,0,0
730,2,0,5,0,1,38,18,15,23,0,1,1,1,1,1,1,0,6,0,1,0,3,0,0,3,0,0,0,6,0,0
731,0,1,4,0,0,6,9,21,4,25,0,5,0,0,1,2,0,5,0,0,0,0,0,0,2,2,0,1,3,0,0
732,2,1,6,0,1,4,24,1,16,32,8,8,1,3,3,2,1,5,0,1,0,3,0,2,3,0,0,3,3,0,0
733,1,0,5,0,1,28,30,34,13,20,5,7,2,3,1,2,0,6,0,6,0,6,2,2,3,4,1,3,3,0,4
734,1,1,5,0,1,2,14,26,16,16,2,4,1,0,4,1,0,2,1,6,0,1,0,4,0,2,0,0,6,0,0
735,1,1,5,0,1,8,20,3,20,28,4,7,0,0,0,1,0,3,0,2,0,4,0,1,2,1,0,0,0,0,0
736,2,0,3,3,1,38,9,1,18,3,1,2,2,1,0,2,0,5,1,0,0,5,0,2,5,5,1,5,5,0,0
737,1,1,2,3,1,20,27,10,12,10,3,8,1,0,0,1,0,5,2,1,0,1,0,0,3,4,0,4,3,0,4
738,0,1,6,0,1,5,9,28,18,20,8,4,0,3,1,2,0,5,0,1,0,1,0,5,5,5,0,4,3,0,0
739,4,0,2,0,1,23,5,21,1,5,4,2,1,2,0,3,0,4,1,0,0,0,0,0,0,2,0,1,4,0,1
740,0,0,5,0,1,6,9,19,0,17,2,0,0,1,2,0,1,4,2,0,0,4,0,0,2,2,0,0,5,0,1
741,1,1,4,0,1,16,8,0,0,13,4,2,4,1,0,1,4,5,1,0,0,0,0,0,2,0,3,0,2,0,0
742,4,1,6,0,1,11,9,3,3,15,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
743,1,0,4,0,1,4,21,8,17,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
744,1,0,2,0,1,20,15,10,11,21,1,1,2,1,1,0,0,5,1,2,0,3,0,1,3,0,0,0,6,0,0
745,0,0,4,0,1,18,0,7,15,32,3,1,3,6,1,2,0,5,1,2,2,4,0,1,0,1,0,2,2,0,0
746,0,0,1,0,1,35,23,6,13,27,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
747,0,1,2,0,1,3,8,3,14,1,0,2,0,1,2,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1
748,1,0,0,0,1,31,10,25,14,4,0,6,1,0,0,1,0,2,1,1,0,4,0,0,0,0,0,0,3,0,1
749,1,1,6,3,1,19,5,23,26,32,6,4,1,3,0,5,3,6,2,1,0,1,0,0,5,0,0,3,3,0,0
750,1,0,2,0,1,18,24,0,18,21,3,2,0,0,1,1,0,3,0,2,0,4,0,0,2,0,0,2,0,0,0
751,1,1,1,0,1,11,15,1,14,10,3,4,2,2,2,0,0,6,0,2,0,2,0,0,3,3,0,2,1,0,0
752,2,1,6,2,1,26,26,31,1,30,1,0,0,5,3,2,0,3,0,1,0,3,3,5,5,4,1,4,3,0,0
753,2,0,2,0,0,6,21,0,20,13,0,1,0,1,1,1,1,3,0,0,0,0,0,0,2,0,0,0,2,0,0
754,2,0,6,5,1,9,19,13,1,19,5,2,1,6,0,1,1,5,0,0,0,5,0,0,0,0,0,0,3,0,0
755,2,1,6,2,1,18,18,3,23,25,4,7,6,3,0,5,0,5,0,1,3,3,0,0,5,0,1,3,3,0,0
756,2,1,1,0,1,45,20,28,14,23,1,2,1,1,1,0,0,2,4,2,2,3,0,2,5,3,3,0,3,0,0
757,1,1,5,1,1,21,16,2,12,20,3,7,1,0,1,0,0,2,1,1,0,3,3,1,4,0,1,3,6,0,2
758,2,1,6,2,1,43,21,8,12,36,9,1,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0
759,1,0,5,4,1,5,2,1,14,8,0,2,1,6,1,4,1,5,0,2,0,5,0,1,6,3,0,2,5,0,0
760,2,0,5,0,1,25,2,28,8,15,8,6,0,1,0,0,1,2,3,1,3,4,0,0,0,0,0,3,6,0,4
761,2,1,4,0,1,18,16,23,3,2,4,8,0,1,1,1,2,6,4,2,0,3,0,1,2,3,0,3,1,0,0
762,2,1,6,2,1,6,9,29,1,0,3,7,2,0,3,0,0,5,0,2,0,3,0,0,3,5,5,4,3,0,0
763,2,1,6,2,1,22,3,21,29,20,4,4,1,3,0,6,0,4,0,1,3,3,2,0,2,4,3,2,3,0,2
764,1,1,2,6,1,23,25,9,6,25,1,4,1,0,3,6,0,5,1,1,0,4,2,2,5,1,1,3,3,0,2
765,2,0,0,2,2,16,18,9,4,13,5,5,2,6,0,6,0,5,1,1,0,0,0,0,0,0,0,3,3,0,0
766,1,1,5,4,1,22,9,28,17,13,2,8,1,0,1,2,0,3,1,0,0,2,0,0,0,2,0,1,0,0,1
767,2,1,6,2,1,6,4,16,15,17,6,7,6,3,0,1,3,2,1,0,0,3,0,4,4,3,0,0,6,0,0
768,2,0,2,0,4,14,27,25,8,23,4,6,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
769,4,1,5,0,1,38,27,4,9,32,3,2,1,4,3,2,0,5,0,1,0,3,1,6,6,1,2,5,4,0,4
770,4,0,0,1,1,22,12,12,4,10,0,1,4,2,0,6,2,5,4,3,1,0,1,0,0,2,3,1,3,0,1
771,2,1,3,3,1,17,19,28,11,0,1,1,2,0,0,0,0,1,0,0,0,1,2,1,2,5,5,2,3,0,0
772,2,0,6,3,1,35,15,20,4,32,3,2,2,1,0,1,0,5,0,0,0,0,0,4,0,4,0,2,3,0,0
773,1,1,6,2,1,24,19,2,4,0,1,3,6,6,0,6,0,6,0,2,2,4,3,0,0,1,3,2,3,0,0
774,2,1,6,2,0,14,18,15,9,10,3,4,1,5,0,6,0,5,3,1,3,4,0,0,2,0,0,2,0,0,0
775,2,1,6,1,1,36,8,29,12,20,8,8,2,6,0,5,1,5,1,1,0,3,0,4,3,5,0,5,1,0,0
776,4,1,3,0,1,29,24,12,3,22,3,5,0,3,2,1,0,5,0,2,0,1,1,1,6,3,0,5,4,0,1
777,2,0,0,2,1,22,34,13,17,0,2,6,2,3,0,1,3,2,4,1,0,4,2,0,3,1,1,2,5,0,0
778,0,1,0,2,1,22,16,2,25,11,3,8,1,1,0,5,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0
779,2,1,6,2,2,25,12,21,15,16,6,10,6,3,0,0,0,1,4,6,2,3,2,1,3,3,1,0,1,0,2
780,2,0,6,2,1,23,19,20,17,10,4,7,1,3,0,2,3,5,0,0,0,3,0,0,3,3,0,2,5,0,0
781,2,0,6,2,1,7,15,20,15,7,0,7,1,4,0,4,1,2,0,1,0,3,0,0,0,3,0,0,0,0,0
782,2,1,2,2,1,15,3,20,15,23,0,8,2,0,0,2,1,6,0,0,0,3,0,0,3,3,0,2,5,0,0
783,2,1,0,3,1,27,8,9,4,26,8,8,6,3,1,2,2,5,0,1,0,3,0,2,5,3,0,3,3,0,4
784,0,1,0,3,1,23,0,9,6,8,5,4,1,2,1,3,0,3,4,2,2,4,1,0,2,2,0,2,3,0,1
785,2,1,0,0,1,35,22,0,9,16,6,8,0,1,1,1,1,0,1,5,0,6,0,0,4,0,0,0,2,0,0
786,2,1,6,0,1,12,9,15,20,13,3,7,6,1,0,1,0,6,0,0,0,0,0,0,3,0,0,0,2,0,0
787,2,1,5,4,1,3,19,20,9,11,5,8,0,3,4,2,0,6,1,0,0,3,0,1,3,3,0,3,6,0,5
788,2,1,6,2,1,6,13,28,2,1,5,10,0,3,5,2,0,2,0,0,0,0,0,4,4,0,4,0,1,0,4
789,2,1,6,3,1,23,18,21,10,14,1,1,0,4,3,2,0,6,1,1,2,3,3,5,4,5,1,3,5,0,2
790,1,1,6,0,1,21,30,12,9,0,5,4,0,0,3,1,0,0,1,6,0,6,0,2,4,1,0,0,2,0,1
791,1,1,5,0,1,20,0,17,18,10,3,8,1,2,1,1,0,5,0,0,0,4,0,1,2,3,0,3,3,0,0
792,2,1,6,2,1,25,0,12,9,7,1,1,6,3,0,1,0,5,2,5,0,6,0,0,3,5,0,4,0,0,0
793,2,1,6,2,1,18,16,12,17,1,0,8,6,6,0,5,1,5,2,6,3,1,4,2,4,4,1,5,3,0,0
794,2,0,5,0,1,27,2,10,3,4,1,8,0,3,1,1,2,6,1,2,0,3,0,0,2,0,0,0,6,0,4
795,1,0,6,2,1,24,24,15,4,13,0,7,1,3,0,2,0,1,1,6,0,0,0,0,0,0,6,0,3,0,0
796,0,0,6,0,1,38,18,1,17,20,6,5,0,0,2,3,0,5,0,1,1,6,1,3,3,2,2,1,6,0,0
797,2,1,6,1,1,17,9,3,17,27,0,1,2,3,0,2,0,1,1,1,0,1,0,0,6,3,1,3,5,0,0
798,1,1,6,2,1,14,19,13,3,2,4,2,6,4,1,0,0,5,0,2,0,4,0,1,3,1,5,2,0,0,1
799,2,1,3,5,1,2,21,9,6,20,8,7,0,5,0,2,0,6,1,0,0,3,0,0,5,0,0,0,6,0,5
800,4,0,5,2,1,24,16,6,1,25,2,7,1,6,2,1,0,1,0,1,0,0,3,0,6,1,0,0,3,0,0
801,1,1,6,2,1,14,6,4,8,0,0,4,0,0,0,2,0,3,2,3,1,2,0,0,2,1,5,2,3,0,1
802,2,0,5,1,1,36,11,1,27,21,4,4,1,5,3,6,0,3,2,4,5,1,5,4,5,5,0,5,3,0,0
803,1,1,6,2,1,7,9,12,12,17,5,8,3,6,0,6,0,2,2,1,2,4,3,2,0,1,1,3,3,0,1
804,2,1,8,4,1,16,2,15,3,17,6,7,0,1,0,1,0,5,0,0,0,0,0,0,2,3,0,4,5,0,0
805,2,0,6,2,1,22,2,23,10,10,8,7,1,1,0,5,0,2,0,1,0,0,0,0,0,0,4,0,3,0,0
806,2,1,5,2,1,18,28,6,1,15,2,6,6,3,0,2,0,2,1,1,0,0,3,0,0,0,1,0,3,0,4
807,2,1,0,0,1,35,3,16,22,1,0,6,0,1,0,1,2,1,2,1,0,3,0,2,3,0,0,0,3,0,0
808,2,1,3,2,1,35,2,23,0,22,1,4,6,1,0,1,3,1,2,0,0,6,0,2,3,3,0,4,2,0,2
809,4,0,5,2,1,38,20,20,7,26,8,7,1,5,2,0,0,2,1,1,2,3,1,0,5,2,1,1,1,0,0
810,2,1,6,2,1,25,25,3,25,17,5,7,2,1,0,4,0,6,2,1,0,0,3,4,6,0,0,3,3,0,2
811,1,1,5,2,1,14,0,15,2,21,0,2,6,0,0,0,0,3,0,2,2,4,4,0,3,1,1,0,3,0,4
812,2,1,6,0,1,1,8,4,0,23,4,10,0,3,5,1,0,5,1,1,0,3,0,0,5,3,0,3,3,0,4
813,2,1,6,1,1,42,21,21,0,2,6,7,0,0,0,6,1,6,2,1,4,3,3,2,2,1,1,2,3,0,4
814,2,0,6,2,1,24,16,3,17,13,0,5,6,1,0,1,5,6,0,0,0,3,3,2,5,3,0,4,2,0,0
815,4,1,1,4,1,6,9,20,28,23,1,2,2,3,1,4,2,6,2,2,1,4,3,3,2,1,2,2,5,0,1
816,1,0,2,0,1,19,3,3,4,16,3,2,0,0,3,5,0,5,0,2,0,1,0,5,6,0,0,2,6,0,1
817,2,1,6,4,4,1,20,15,20,21,8,10,6,1,0,1,0,1,0,0,0,3,0,0,0,5,0,5,1,2,0
818,2,0,5,2,1,16,21,13,23,8,8,7,0,5,0,1,0,3,2,6,0,3,0,2,2,3,0,3,5,0,2
819,2,1,6,0,1,20,24,15,12,21,0,7,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0
820,2,1,6,2,1,20,9,15,11,22,8,7,2,1,0,1,0,5,2,0,0,1,0,0,3,5,6,3,3,0,0
821,2,1,6,3,6,21,5,13,21,33,5,7,0,1,0,1,0,5,1,0,0,0,0,0,4,5,0,4,3,0,6
822,2,1,5,4,1,6,34,26,8,14,1,0,0,6,0,5,0,6,1,0,0,4,0,0,0,0,4,0,3,0,0
823,2,1,5,2,1,14,18,9,10,4,0,2,1,0,0,4,0,5,1,4,4,6,5,0,3,5,3,2,0,0,0
824,2,1,6,2,1,24,10,17,24,11,4,8,6,6,0,4,0,5,0,6,3,5,6,2,6,4,6,4,2,0,0
825,2,1,5,3,1,11,15,3,6,22,3,2,1,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
826,1,0,1,4,1,43,15,23,3,8,2,8,0,3,0,1,3,2,1,0,0,6,0,0,0,4,0,0,2,0,0
827,2,1,6,2,1,24,18,32,18,25,2,2,2,3,0,1,0,1,1,0,0,3,0,0,0,5,0,0,1,0,0
828,2,1,0,0,1,0,19,19,8,1,3,1,1,6,1,1,0,6,0,1,0,3,0,0,2,0,0,0,6,0,0
829,2,1,6,2,1,30,3,9,3,1,0,8,2,1,0,1,0,2,1,0,0,0,0,0,3,0,0,0,6,0,0
830,1,0,2,2,1,24,16,1,20,3,4,10,1,3,2,5,0,5,0,3,0,6,0,3,4,5,0,3,5,0,0
831,4,0,1,2,1,21,9,3,6,11,8,8,1,6,2,4,2,4,2,3,0,0,0,0,0,2,0,1,4,0,1
832,1,0,2,2,1,23,25,3,4,3,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
833,2,1,5,2,1,14,16,4,23,1,0,4,1,3,0,0,0,5,1,6,0,1,0,1,3,3,5,3,3,0,4
834,2,1,5,4,1,35,9,3,4,15,3,4,2,1,5,1,0,1,2,0,0,1,0,0,5,4,0,4,2,0,0
835,4,1,2,2,1,16,21,9,24,23,3,2,6,6,3,0,0,3,2,2,0,4,0,1,0,0,0,0,6,0,2
836,2,1,6,4,1,35,20,28,17,6,5,4,2,1,0,1,2,1,4,0,0,0,0,0,0,6,0,4,2,0,5
837,2,1,3,0,1,4,8,29,20,15,5,8,1,1,0,1,0,2,1,0,0,1,0,5,4,3,0,3,3,0,4
838,1,1,5,2,1,28,27,28,36,0,8,7,0,6,1,5,0,6,0,1,2,3,3,1,3,3,3,3,3,0,4
839,2,1,6,2,1,27,13,20,12,29,6,8,2,5,0,1,0,5,0,0,0,0,0,0,3,0,0,0,1,0,2
840,2,1,6,2,1,1,8,21,22,4,0,5,6,0,0,2,1,5,2,2,0,1,0,0,3,3,0,3,2,0,0
841,1,0,6,2,1,14,19,9,10,25,2,4,1,2,0,4,0,2,2,3,0,0,1,3,0,2,0,0,4,0,0
842,2,0,6,2,1,0,2,23,14,10,3,2,0,1,0,0,2,1,1,0,0,3,0,0,3,0,1,3,1,0,4
843,0,1,6,2,1,30,4,7,23,23,2,3,1,1,0,5,0,3,1,0,0,0,0,0,5,0,3,0,2,0,0
844,2,0,0,1,1,14,19,5,14,20,3,5,3,6,0,1,1,3,1,2,0,3,0,0,0,0,0,2,3,0,0
845,1,1,5,2,1,6,19,21,7,17,4,8,6,6,1,6,0,2,2,6,2,3,6,5,0,3,5,5,3,0,1
846,2,1,3,2,1,14,18,23,10,22,5,7,1,6,0,6,0,5,1,1,3,4,0,0,0,3,0,5,5,0,4
847,5,1,2,2,1,35,8,17,18,21,3,4,2,1,0,1,0,5,1,3,0,0,0,0,2,2,0,3,2,0,0
848,2,1,2,3,1,18,16,10,4,21,3,2,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,4,3,0,1
849,2,1,6,2,1,10,10,1,8,8,4,4,5,0,0,1,0,5,1,0,0,3,0,0,3,3,1,4,2,0,0
850,1,1,5,2,1,4,9,7,24,29,3,7,3,0,0,0,0,3,1,2,2,4,2,1,3,1,5,2,5,0,4
851,2,1,6,2,1,21,8,1,20,25,3,4,0,4,0,6,0,5,0,2,0,4,2,1,3,1,4,2,5,0,0
852,2,0,6,2,1,16,9,3,23,2,5,8,0,1,0,1,0,1,1,0,0,3,0,0,0,3,5,3,1,0,0
853,2,1,4,1,3,14,2,28,10,16,4,7,0,5,1,2,1,6,0,5,5,3,4,1,0,1,4,2,3,0,1
854,1,1,6,0,1,8,15,32,13,21,0,4,3,3,1,1,6,5,5,2,0,3,0,2,3,3,0,3,3,0,0
855,2,1,0,2,0,14,22,13,3,27,8,7,0,4,0,2,2,6,1,5,0,3,3,2,0,1,3,3,3,0,0
856,1,1,8,1,1,15,3,4,7,26,3,5,2,6,3,6,0,1,1,5,4,1,5,5,0,1,3,3,3,0,0
857,2,1,6,2,1,8,31,23,23,6,8,8,0,4,0,4,0,5,2,1,0,6,0,0,5,0,1,3,1,0,0
858,2,0,6,3,4,22,12,23,10,29,9,2,6,6,0,6,2,3,0,2,0,4,2,1,2,1,0,0,3,0,0
859,1,1,6,3,1,6,2,23,12,32,5,8,1,1,0,1,0,5,1,0,0,3,0,1,4,1,0,2,3,0,0
860,2,1,5,0,1,21,13,13,9,22,6,7,1,0,1,0,3,5,2,6,2,4,0,1,2,4,5,2,1,0,0
861,2,1,6,1,1,39,22,29,1,6,1,4,5,1,0,1,1,5,0,0,0,0,0,0,3,5,5,3,6,0,0
